	Time	0:Light	1:Temperature	2:External	3:Potentiometer
1	2015-05-27 20:34:55	217.000000	216.000000	149.000000	224.000000
2	2015-05-27 20:34:56	216.000000	216.000000	126.000000	224.000000
3	2015-05-27 20:34:58	217.000000	216.000000	142.000000	224.000000
4	2015-05-27 20:34:59	217.000000	216.000000	143.000000	224.000000
5	2015-05-27 20:35:00	216.000000	216.000000	125.000000	224.000000
6	2015-05-27 20:35:01	217.000000	216.000000	142.000000	224.000000
7	2015-05-27 20:35:02	217.000000	216.000000	143.000000	224.000000
8	2015-05-27 20:35:03	216.000000	216.000000	124.000000	224.000000
9	2015-05-27 20:35:04	217.000000	216.000000	141.000000	224.000000
10	2015-05-27 20:35:05	176.000000	216.000000	147.000000	224.000000
11	2015-05-27 20:35:06	174.000000	216.000000	121.000000	224.000000
12	2015-05-27 20:35:08	175.000000	216.000000	140.000000	224.000000
13	2015-05-27 20:35:09	176.000000	216.000000	149.000000	224.000000
14	2015-05-27 20:35:10	174.000000	216.000000	122.000000	224.000000
15	2015-05-27 20:35:11	175.000000	216.000000	142.000000	224.000000
16	2015-05-27 20:35:12	176.000000	216.000000	144.000000	224.000000
17	2015-05-27 20:35:13	174.000000	216.000000	121.000000	224.000000
18	2015-05-27 20:35:14	175.000000	216.000000	145.000000	224.000000
19	2015-05-27 20:35:15	176.000000	216.000000	141.000000	224.000000
20	2015-05-27 20:35:16	175.000000	216.000000	121.000000	224.000000
21	2015-05-27 20:35:17	174.000000	216.000000	142.000000	224.000000
22	2015-05-27 20:35:19	176.000000	216.000000	149.000000	224.000000
23	2015-05-27 20:35:20	174.000000	216.000000	123.000000	224.000000
24	2015-05-27 20:35:21	176.000000	216.000000	132.000000	224.000000
25	2015-05-27 20:35:22	175.000000	216.000000	150.000000	224.000000
26	2015-05-27 20:35:23	174.000000	216.000000	127.000000	224.000000
27	2015-05-27 20:35:24	176.000000	216.000000	124.000000	224.000000
28	2015-05-27 20:35:25	174.000000	216.000000	148.000000	224.000000
29	2015-05-27 20:35:26	176.000000	216.000000	134.000000	224.000000
30	2015-05-27 20:35:27	176.000000	216.000000	120.000000	224.000000
31	2015-05-27 20:35:29	174.000000	216.000000	146.000000	224.000000
32	2015-05-27 20:35:30	176.000000	216.000000	144.000000	224.000000
33	2015-05-27 20:35:31	216.000000	216.000000	124.000000	224.000000
34	2015-05-27 20:35:32	217.000000	216.000000	139.000000	224.000000
35	2015-05-27 20:35:33	217.000000	216.000000	147.000000	224.000000
36	2015-05-27 20:35:34	217.000000	216.000000	124.000000	224.000000
37	2015-05-27 20:35:35	217.000000	216.000000	139.000000	224.000000
38	2015-05-27 20:35:36	217.000000	216.000000	147.000000	224.000000
39	2015-05-27 20:35:37	217.000000	216.000000	126.000000	224.000000
40	2015-05-27 20:35:39	217.000000	216.000000	134.000000	224.000000
41	2015-05-27 20:35:40	217.000000	216.000000	147.000000	224.000000
42	2015-05-27 20:35:41	217.000000	216.000000	128.000000	224.000000
43	2015-05-27 20:35:42	217.000000	216.000000	128.000000	224.000000
44	2015-05-27 20:35:43	217.000000	216.000000	146.000000	224.000000
45	2015-05-27 20:35:44	217.000000	216.000000	131.000000	224.000000
46	2015-05-27 20:35:45	217.000000	216.000000	126.000000	224.000000
47	2015-05-27 20:35:46	217.000000	216.000000	145.000000	224.000000
48	2015-05-27 20:35:47	217.000000	216.000000	135.000000	224.000000
49	2015-05-27 20:35:48	217.000000	216.000000	124.000000	224.000000
50	2015-05-27 20:35:50	217.000000	216.000000	143.000000	224.000000
51	2015-05-27 20:35:51	217.000000	216.000000	140.000000	224.000000
52	2015-05-27 20:35:52	217.000000	216.000000	124.000000	224.000000
53	2015-05-27 20:35:53	217.000000	216.000000	143.000000	224.000000
54	2015-05-27 20:35:54	217.000000	216.000000	143.000000	224.000000
55	2015-05-27 20:35:55	217.000000	216.000000	124.000000	224.000000
56	2015-05-27 20:35:56	217.000000	216.000000	139.000000	224.000000
57	2015-05-27 20:35:57	217.000000	216.000000	147.000000	224.000000
58	2015-05-27 20:35:58	217.000000	216.000000	126.000000	224.000000
59	2015-05-27 20:36:00	217.000000	216.000000	134.000000	224.000000
60	2015-05-27 20:36:01	217.000000	216.000000	145.000000	224.000000
61	2015-05-27 20:36:02	217.000000	216.000000	131.000000	224.000000
62	2015-05-27 20:36:03	217.000000	216.000000	124.000000	224.000000
63	2015-05-27 20:36:04	217.000000	216.000000	145.000000	224.000000
64	2015-05-27 20:36:05	217.000000	216.000000	136.000000	224.000000
65	2015-05-27 20:36:06	217.000000	216.000000	124.000000	224.000000
66	2015-05-27 20:36:07	218.000000	216.000000	140.000000	224.000000
67	2015-05-27 20:36:08	217.000000	216.000000	147.000000	224.000000
68	2015-05-27 20:36:09	217.000000	216.000000	127.000000	224.000000
69	2015-05-27 20:36:11	217.000000	216.000000	128.000000	224.000000
70	2015-05-27 20:36:12	217.000000	216.000000	146.000000	224.000000
71	2015-05-27 20:36:13	217.000000	216.000000	132.000000	224.000000
72	2015-05-27 20:36:14	214.000000	216.000000	123.000000	224.000000
73	2015-05-27 20:36:15	123.000000	216.000000	144.000000	224.000000
74	2015-05-27 20:36:16	76.000000	216.000000	134.000000	224.000000
75	2015-05-27 20:36:17	67.000000	216.000000	116.000000	224.000000
76	2015-05-27 20:36:18	116.000000	216.000000	152.000000	224.000000
77	2015-05-27 20:36:19	84.000000	216.000000	140.000000	224.000000
78	2015-05-27 20:36:21	53.000000	216.000000	114.000000	224.000000
79	2015-05-27 20:36:22	49.000000	216.000000	152.000000	224.000000
80	2015-05-27 20:36:23	60.000000	216.000000	140.000000	224.000000
81	2015-05-27 20:36:24	52.000000	216.000000	113.000000	224.000000
82	2015-05-27 20:36:25	48.000000	216.000000	151.000000	224.000000
83	2015-05-27 20:36:26	63.000000	216.000000	143.000000	224.000000
84	2015-05-27 20:36:27	50.000000	216.000000	113.000000	224.000000
85	2015-05-27 20:36:28	49.000000	216.000000	150.000000	224.000000
86	2015-05-27 20:36:29	45.000000	216.000000	145.000000	224.000000
87	2015-05-27 20:36:30	48.000000	216.000000	112.000000	224.000000
88	2015-05-27 20:36:32	64.000000	216.000000	144.000000	224.000000
89	2015-05-27 20:36:33	217.000000	216.000000	144.000000	224.000000
90	2015-05-27 20:36:34	217.000000	216.000000	124.000000	224.000000
91	2015-05-27 20:36:35	217.000000	216.000000	141.000000	224.000000
92	2015-05-27 20:36:36	217.000000	216.000000	143.000000	224.000000
93	2015-05-27 20:36:37	217.000000	216.000000	124.000000	224.000000
94	2015-05-27 20:36:38	217.000000	216.000000	141.000000	224.000000
95	2015-05-27 20:36:39	218.000000	216.000000	143.000000	224.000000
96	2015-05-27 20:36:40	217.000000	216.000000	124.000000	224.000000
97	2015-05-27 20:36:42	202.000000	216.000000	142.000000	224.000000
98	2015-05-27 20:36:43	119.000000	216.000000	142.000000	224.000000
99	2015-05-27 20:36:44	70.000000	216.000000	118.000000	224.000000
100	2015-05-27 20:36:45	152.000000	216.000000	147.000000	224.000000
101	2015-05-27 20:36:46	58.000000	216.000000	135.000000	224.000000
102	2015-05-27 20:36:47	62.000000	216.000000	122.000000	224.000000
103	2015-05-27 20:36:48	94.000000	216.000000	147.000000	224.000000
104	2015-05-27 20:36:49	112.000000	216.000000	131.000000	224.000000
105	2015-05-27 20:36:50	125.000000	216.000000	129.000000	224.000000
106	2015-05-27 20:36:51	140.000000	216.000000	147.000000	224.000000
107	2015-05-27 20:36:53	156.000000	216.000000	126.000000	224.000000
108	2015-05-27 20:36:54	171.000000	216.000000	135.000000	224.000000
109	2015-05-27 20:36:55	184.000000	216.000000	147.000000	224.000000
110	2015-05-27 20:36:56	214.000000	216.000000	124.000000	224.000000
111	2015-05-27 20:36:57	217.000000	216.000000	140.000000	224.000000
112	2015-05-27 20:36:58	217.000000	216.000000	143.000000	224.000000
113	2015-05-27 20:36:59	217.000000	216.000000	124.000000	224.000000
114	2015-05-27 20:37:00	217.000000	216.000000	143.000000	224.000000
115	2015-05-27 20:37:01	220.000000	216.000000	139.000000	224.000000
116	2015-05-27 20:37:03	219.000000	216.000000	123.000000	224.000000
117	2015-05-27 20:37:04	218.000000	216.000000	146.000000	224.000000
118	2015-05-27 20:37:05	229.000000	216.000000	131.000000	224.000000
119	2015-05-27 20:37:06	220.000000	216.000000	130.000000	224.000000
